Name,Nation,Team,Position,Age,Matches Played,Starts,Min,Goals,Assists,Yellow Cards,Red Cards,xG,xAG,PrgC,PrgP_x,PrgR_x,Gls90,Ast90,xG90,xAG90,GA90,Save%,CS%,PK Save%,SoT%,SoT/90,G/Sh,Dist,Cmp,Cmp%,TotDist,Short Cmp%,Med Cmp%,Long Cmp%,KP,1/3_x,PPA,CrsPA,PrgP_y,SCA,SCA90,GCA,GCA90,Tkl,TklW,Att_x,Lost_x,Blocks,Sh,Pass,Int,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Att_y,Succ%,Tkld%,Carries,ProDist,ProgC,1/3_y,CPA,Mis,Dis,Rec,PrgR_y,Fls,Fld,Off,Crs,Recov,Won,Lost_y,Won%
Hamza Choudhury,BAN,Leicester City,"MF,DF",N/a,4.0,1.0,131.0,1.5,0.0,0.0,0.0,0.0,0.4,4.0,3.0,6.0,0.0,0.0,0.0,0.27,N/a,N/a,N/a,N/a,N/a,0.0,0.0,N/a,72.0,85.7,991.0,50.0,29.0,4.0,-0.4,2.0,10.0,1.0,1.0,3.0,2.05,0.0,0.0,1.0,1.0,3.0,4.0,2.0,2.0,5.0,6.0,100.0,4.0,19.0,61.0,20.0,3.0,100.0,3.0,1.0,25.0,63.0,246.0,130.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0
Harrison Reed,ENG,Fulham,MF,N/a,11.0,0.0,93.0,1.0,0.0,0.0,0.0,0.2,0.1,1.0,4.0,7.0,0.0,0.0,0.22,0.07,N/a,N/a,N/a,N/a,66.7,2.9,1.94,0.0,39.0,72.2,550.0,24.0,16.0,5.0,-0.1,1.0,1.0,1.0,0.0,1.0,0.97,0.0,0.0,6.0,3.0,3.0,1.0,0.0,1.0,1.0,7.0,77.0,2.0,11.0,28.0,39.0,5.0,77.0,0.0,1.0,50.0,31.0,95.0,27.0,1.0,1.0,0.0,2.0,2.0,6.0,2.0,0.0,5.0,0.0,10.0,1.0,2.0
Harry Amass,ENG,Manchester Utd,DF,N/a,3.0,2.0,166.0,1.8,0.0,0.0,0.0,0.0,0.0,5.0,4.0,12.0,0.0,0.0,0.01,0.01,N/a,N/a,N/a,N/a,0.0,0.54,0.0,0.0,77.0,82.8,906.0,58.0,25.0,4.0,0.0,1.0,3.0,0.0,0.0,5.0,2.71,0.0,0.0,4.0,1.0,3.0,3.0,0.0,3.0,1.0,5.0,121.0,7.0,39.0,37.0,46.0,2.0,121.0,2.0,1.0,33.3,61.0,307.0,178.0,5.0,4.0,1.0,6.0,4.0,2.0,3.0,1.0,4.0,0.0,10.0,5.0,1.0
Harry Clarke,ENG,Ipswich Town,DF,N/a,7.0,4.0,379.0,4.2,0.0,0.0,0.0,0.1,0.0,5.0,14.0,2.0,0.0,0.0,0.02,0.01,N/a,N/a,N/a,N/a,100.0,0.24,0.24,0.0,190.0,80.5,3442.0,95.0,88.0,40.0,0.0,1.0,21.0,1.0,0.0,1.0,0.24,0.0,0.0,5.0,3.0,6.0,5.0,4.0,1.0,4.0,9.0,268.0,18.0,100.0,122.0,47.0,2.0,268.0,1.0,1.0,50.0,118.0,555.0,222.0,5.0,7.0,0.0,4.0,2.0,5.0,1.0,0.0,5.0,0.0,17.0,10.0,4.0
Harry Maguire,ENG,Manchester Utd,DF,N/a,23.0,17.0,1483.0,16.5,1.0,0.0,1.0,1.4,0.3,6.0,43.0,6.0,0.06,0.0,0.09,0.02,N/a,N/a,N/a,N/a,41.7,0.73,0.3,0.08,812.0,86.2,15170.0,329.0,476.0,115.0,-0.3,6.0,42.0,3.0,0.0,17.0,1.03,0.0,0.0,26.0,13.0,17.0,14.0,12.0,2.0,37.0,63.0,1117.0,136.0,560.0,509.0,62.0,37.0,1117.0,2.0,3.0,60.0,658.0,4055.0,1644.0,6.0,6.0,3.0,6.0,2.0,17.0,8.0,1.0,2.0,0.0,53.0,51.0,21.0
Harry Toffolo,ENG,Nott'ham Forest,DF,N/a,4.0,1.0,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.01,0.0,N/a,N/a,N/a,N/a,0.0,0.66,0.0,0.0,47.0,70.1,653.0,32.0,24.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,2.0,2.0,0.0,2.0,7.0,88.0,9.0,32.0,22.0,34.0,2.0,88.0,0.0,0.0,N/a,17.0,57.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0
Harry Wilson,WAL,Fulham,"FW,MF",N/a,21.0,9.0,937.0,10.4,5.0,1.0,6.0,3.2,1.1,16.0,46.0,79.0,0.48,0.1,0.31,0.1,N/a,N/a,N/a,N/a,31.0,2.79,0.86,0.17,279.0,73.6,4685.0,169.0,134.0,59.0,-0.1,19.0,23.0,13.0,1.0,36.0,3.46,0.29,2.0,13.0,8.0,15.0,13.0,1.0,12.0,5.0,18.0,486.0,7.0,63.0,175.0,257.0,45.0,486.0,9.0,10.0,41.7,287.0,1511.0,657.0,16.0,18.0,8.0,13.0,5.0,10.0,18.0,1.0,35.0,0.0,44.0,4.0,18.0
Harry Winks,ENG,Leicester City,MF,N/a,22.0,17.0,1538.0,17.1,0.0,2.0,2.0,0.2,1.2,19.0,101.0,11.0,0.0,0.12,0.01,0.07,N/a,N/a,N/a,N/a,40.0,0.59,0.23,0.0,910.0,87.1,14101.0,511.0,397.0,76.0,0.8,17.0,110.0,7.0,5.0,39.0,2.28,0.18,2.0,24.0,11.0,30.0,19.0,7.0,12.0,9.0,33.0,1158.0,49.0,275.0,746.0,151.0,1.0,1158.0,3.0,8.0,66.7,696.0,3268.0,1522.0,19.0,13.0,0.0,13.0,8.0,9.0,13.0,0.0,34.0,0.0,106.0,8.0,6.0
Harvey Barnes,ENG,Newcastle Utd,FW,N/a,29.0,13.0,1413.0,15.7,9.0,4.0,13.0,6.3,3.7,74.0,69.0,159.0,0.57,0.25,0.4,0.24,N/a,N/a,N/a,N/a,30.8,3.31,1.02,0.17,402.0,79.3,5599.0,296.0,170.0,17.0,0.3,21.0,21.0,34.0,8.0,52.0,3.3,0.57,6.0,16.0,9.0,7.0,7.0,1.0,6.0,6.0,22.0,676.0,15.0,82.0,225.0,374.0,102.0,676.0,21.0,28.0,50.0,471.0,3503.0,2026.0,74.0,38.0,41.0,24.0,18.0,10.0,18.0,4.0,37.0,0.0,46.0,5.0,14.0
Harvey Elliott,ENG,Liverpool,"MF,FW",N/a,14.0,0.0,199.0,2.2,0.0,1.0,1.0,0.7,0.9,7.0,26.0,23.0,0.0,0.45,0.33,0.39,N/a,N/a,N/a,N/a,18.2,4.97,0.9,0.0,156.0,81.3,2693.0,91.0,66.0,23.0,0.1,6.0,15.0,4.0,0.0,12.0,5.43,0.9,2.0,4.0,3.0,4.0,4.0,1.0,3.0,1.0,5.0,220.0,2.0,20.0,96.0,105.0,15.0,220.0,2.0,3.0,60.0,128.0,567.0,259.0,7.0,8.0,5.0,2.0,4.0,0.0,0.0,1.0,10.0,0.0,10.0,1.0,2.0
Hwang Hee-chan,KOR,Wolves,"MF,FW",N/a,19.0,5.0,645.0,7.2,2.0,0.0,2.0,0.8,0.1,15.0,12.0,40.0,0.28,0.0,0.11,0.02,N/a,N/a,N/a,N/a,60.0,0.7,0.42,0.4,159.0,81.5,2061.0,123.0,47.0,5.0,-0.1,3.0,7.0,4.0,2.0,9.0,1.25,0.14,1.0,6.0,4.0,6.0,9.0,0.0,9.0,2.0,8.0,260.0,9.0,41.0,98.0,123.0,23.0,260.0,2.0,11.0,84.6,150.0,927.0,426.0,15.0,5.0,7.0,13.0,10.0,6.0,8.0,0.0,8.0,0.0,27.0,3.0,9.0
Hákon Rafn Valdimarsson,ISL,Brentford,GK,N/a,2.0,1.0,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,50.0,0.0,0.0,N/a,0.0,0.0,N/a,46.0,65.7,1445.0,8.0,21.0,41.0,0.0,0.0,2.0,0.0,0.0,2.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,60.0,71.0,1.0,0.0,0.0,72.0,0.0,0.0,N/a,44.0,191.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Ian Maatsen,NED,Aston Villa,DF,N/a,25.0,7.0,887.0,9.9,1.0,2.0,3.0,0.7,2.7,26.0,39.0,84.0,0.1,0.2,0.08,0.27,N/a,N/a,N/a,N/a,31.3,1.62,0.51,0.06,507.0,81.8,8095.0,287.0,256.0,43.0,-0.7,18.0,20.0,15.0,3.0,49.0,4.97,0.71,6.0,25.0,13.0,20.0,10.0,0.0,10.0,15.0,40.0,756.0,42.0,200.0,278.0,286.0,40.0,756.0,10.0,10.0,50.0,404.0,2071.0,974.0,26.0,15.0,11.0,18.0,20.0,9.0,8.0,3.0,47.0,0.0,54.0,8.0,5.0
Ibrahim Sangaré,CIV,Nott'ham Forest,MF,N/a,8.0,3.0,279.0,3.1,0.0,1.0,1.0,0.0,0.4,0.0,12.0,2.0,0.0,0.32,0.01,0.11,N/a,N/a,N/a,N/a,100.0,0.32,0.32,0.0,117.0,78.5,1700.0,80.0,47.0,11.0,0.6,3.0,9.0,2.0,0.0,5.0,1.61,0.0,0.0,18.0,10.0,10.0,5.0,0.0,5.0,2.0,20.0,193.0,8.0,44.0,123.0,28.0,7.0,193.0,0.0,1.0,100.0,75.0,297.0,83.0,0.0,2.0,0.0,4.0,1.0,8.0,5.0,0.0,0.0,0.0,22.0,5.0,7.0
Ibrahima Konaté,FRA,Liverpool,DF,N/a,28.0,27.0,2320.0,25.8,1.0,2.0,3.0,1.7,1.0,21.0,103.0,3.0,0.04,0.08,0.07,0.04,N/a,N/a,N/a,N/a,16.7,0.7,0.12,0.06,1581.0,90.3,29259.0,584.0,985.0,158.0,1.0,10.0,125.0,8.0,0.0,30.0,1.16,0.27,6.0,36.0,25.0,34.0,27.0,15.0,12.0,12.0,48.0,2005.0,211.0,854.0,1047.0,110.0,22.0,2005.0,2.0,1.0,25.0,1184.0,5470.0,3160.0,21.0,13.0,0.0,8.0,2.0,26.0,18.0,0.0,0.0,0.0,86.0,72.0,28.0
Idrissa Gana Gueye,SEN,Everton,MF,N/a,33.0,31.0,2705.0,30.1,0.0,3.0,3.0,1.1,1.7,24.0,126.0,23.0,0.0,0.1,0.04,0.06,N/a,N/a,N/a,N/a,18.5,0.9,0.17,0.0,1062.0,86.5,18071.0,578.0,473.0,127.0,1.3,19.0,130.0,10.0,3.0,56.0,1.86,0.1,3.0,123.0,74.0,87.0,44.0,9.0,35.0,41.0,164.0,1571.0,68.0,382.0,891.0,307.0,19.0,1571.0,17.0,17.0,47.2,732.0,3425.0,1501.0,24.0,25.0,4.0,30.0,33.0,51.0,39.0,0.0,7.0,0.0,177.0,22.0,15.0
Igor,BRA,Brighton,DF,N/a,12.0,9.0,903.0,10.0,0.0,0.0,0.0,0.0,0.2,9.0,44.0,0.0,0.0,0.0,0.0,0.02,N/a,N/a,N/a,N/a,0.0,0.1,0.0,0.0,628.0,92.1,11358.0,257.0,354.0,56.0,-0.2,1.0,35.0,2.0,1.0,11.0,1.1,0.0,0.0,4.0,4.0,10.0,23.0,14.0,9.0,4.0,8.0,764.0,109.0,377.0,353.0,38.0,1.0,764.0,3.0,1.0,25.0,497.0,2837.0,1782.0,9.0,14.0,0.0,1.0,0.0,9.0,6.0,0.0,2.0,0.0,40.0,8.0,6.0
Iliman Ndiaye,SEN,Everton,FW,N/a,29.0,26.0,2162.0,24.0,7.0,0.0,7.0,5.2,1.6,79.0,45.0,106.0,0.29,0.0,0.22,0.07,N/a,N/a,N/a,N/a,41.9,1.29,0.54,0.16,514.0,80.6,7768.0,349.0,197.0,50.0,-1.6,17.0,34.0,14.0,5.0,58.0,2.42,0.21,3.0,47.0,25.0,44.0,25.0,4.0,21.0,17.0,64.0,956.0,32.0,197.0,397.0,410.0,74.0,954.0,61.0,63.0,47.0,552.0,4354.0,2169.0,79.0,40.0,29.0,48.0,38.0,21.0,46.0,5.0,35.0,0.0,160.0,5.0,17.0
Illia Zabarnyi,UKR,Bournemouth,DF,N/a,32.0,31.0,2752.0,30.6,0.0,0.0,0.0,1.1,0.6,24.0,125.0,4.0,0.0,0.0,0.03,0.02,N/a,N/a,N/a,N/a,0.0,0.33,0.0,0.0,1216.0,81.3,25696.0,364.0,786.0,316.0,-0.6,11.0,131.0,6.0,0.0,28.0,0.92,0.0,0.0,46.0,32.0,43.0,33.0,20.0,13.0,35.0,81.0,1809.0,214.0,842.0,920.0,67.0,13.0,1809.0,5.0,2.0,25.0,1124.0,7268.0,4327.0,24.0,20.0,0.0,14.0,3.0,17.0,6.0,0.0,5.0,0.0,140.0,70.0,40.0
Ismaila Sarr,SEN,Crystal Palace,"MF,FW",N/a,34.0,26.0,2392.0,26.6,7.0,4.0,11.0,8.7,7.0,67.0,76.0,164.0,0.26,0.15,0.33,0.26,N/a,N/a,N/a,N/a,50.0,1.81,0.9,0.15,438.0,66.6,6582.0,317.0,233.0,44.0,-3.0,37.0,26.0,36.0,8.0,97.0,3.65,0.34,6.0,21.0,10.0,23.0,22.0,7.0,15.0,8.0,29.0,954.0,39.0,156.0,367.0,441.0,118.0,954.0,15.0,27.0,52.9,526.0,3293.0,1855.0,67.0,42.0,26.0,61.0,41.0,12.0,49.0,11.0,50.0,0.0,99.0,31.0,46.0
Issa Diop,FRA,Fulham,DF,N/a,21.0,15.0,1339.0,14.9,0.0,0.0,0.0,0.5,0.1,6.0,25.0,3.0,0.0,0.0,0.04,0.01,N/a,N/a,N/a,N/a,40.0,0.34,0.13,0.0,663.0,87.5,12350.0,252.0,408.0,87.0,-0.1,3.0,43.0,1.0,0.0,6.0,0.4,0.0,0.0,26.0,12.0,18.0,10.0,7.0,3.0,9.0,35.0,903.0,125.0,498.0,381.0,26.0,13.0,903.0,1.0,1.0,50.0,533.0,2426.0,1216.0,6.0,2.0,0.0,9.0,2.0,10.0,4.0,0.0,1.0,1.0,45.0,20.0,12.0
Jack Clarke,ENG,Ipswich Town,"FW,MF",N/a,28.0,11.0,1033.0,11.5,0.0,4.0,4.0,1.0,2.0,30.0,33.0,47.0,0.0,0.35,0.09,0.17,N/a,N/a,N/a,N/a,14.3,1.22,0.17,0.0,260.0,76.0,4206.0,158.0,125.0,28.0,2.0,23.0,24.0,6.0,0.0,39.0,3.4,0.44,4.0,28.0,17.0,31.0,6.0,0.0,6.0,7.0,35.0,476.0,22.0,114.0,195.0,181.0,32.0,476.0,21.0,12.0,31.6,264.0,1871.0,966.0,30.0,18.0,9.0,20.0,16.0,14.0,20.0,3.0,13.0,0.0,65.0,7.0,14.0
Jack Grealish,ENG,Manchester City,"FW,MF",N/a,19.0,7.0,720.0,8.0,1.0,1.0,2.0,1.1,1.8,69.0,52.0,118.0,0.12,0.12,0.14,0.23,N/a,N/a,N/a,N/a,33.3,1.87,0.62,0.07,381.0,87.6,5676.0,264.0,131.0,26.0,-0.8,24.0,23.0,16.0,0.0,47.0,5.87,0.25,1.0,9.0,5.0,5.0,12.0,2.0,10.0,2.0,11.0,519.0,14.0,40.0,162.0,324.0,71.0,519.0,13.0,9.0,31.0,375.0,2879.0,1714.0,69.0,23.0,46.0,10.0,16.0,5.0,25.0,0.0,20.0,0.0,26.0,1.0,7.0
Jack Harrison,ENG,Everton,FW,N/a,30.0,22.0,1887.0,21.0,1.0,0.0,1.0,3.3,3.7,62.0,45.0,116.0,0.05,0.0,0.16,0.18,N/a,N/a,N/a,N/a,22.2,1.29,0.29,0.04,374.0,63.2,5976.0,263.0,159.0,100.0,-3.7,32.0,26.0,24.0,10.0,53.0,2.53,0.19,1.0,30.0,21.0,40.0,18.0,2.0,16.0,9.0,39.0,862.0,31.0,144.0,304.0,421.0,62.0,862.0,22.0,41.0,57.7,473.0,2810.0,1439.0,62.0,32.0,14.0,50.0,37.0,13.0,26.0,4.0,115.0,0.0,65.0,4.0,26.0
Jack Hinshelwood,ENG,Brighton,"DF,MF",N/a,22.0,20.0,1676.0,18.6,2.0,2.0,4.0,1.5,1.3,16.0,60.0,46.0,0.11,0.11,0.08,0.07,N/a,N/a,N/a,N/a,42.9,0.75,0.32,0.14,800.0,83.4,12164.0,512.0,307.0,100.0,0.7,15.0,33.0,9.0,2.0,33.0,1.77,0.16,3.0,26.0,18.0,26.0,8.0,3.0,5.0,14.0,40.0,1100.0,49.0,307.0,505.0,293.0,26.0,1100.0,1.0,7.0,77.8,539.0,2250.0,1084.0,16.0,19.0,1.0,16.0,2.0,15.0,6.0,0.0,26.0,0.0,55.0,19.0,14.0
Jack Stephens,ENG,Southampton,DF,N/a,16.0,14.0,1164.0,12.9,1.0,0.0,1.0,0.6,0.2,13.0,50.0,2.0,0.08,0.0,0.04,0.01,N/a,N/a,N/a,N/a,50.0,0.31,0.15,0.25,751.0,91.9,12975.0,325.0,419.0,48.0,-0.2,3.0,46.0,5.0,0.0,12.0,0.93,0.0,0.0,31.0,18.0,26.0,14.0,9.0,5.0,11.0,42.0,935.0,106.0,387.0,458.0,94.0,11.0,935.0,0.0,4.0,100.0,520.0,2405.0,1127.0,13.0,11.0,1.0,2.0,3.0,12.0,4.0,1.0,1.0,0.0,41.0,6.0,8.0
Jack Taylor,IRL,Ipswich Town,MF,N/a,28.0,2.0,685.0,7.6,1.0,0.0,1.0,0.7,0.5,11.0,39.0,18.0,0.13,0.0,0.09,0.07,N/a,N/a,N/a,N/a,23.5,2.23,0.53,0.06,273.0,81.3,4780.0,140.0,148.0,35.0,-0.5,5.0,28.0,8.0,1.0,20.0,2.62,0.13,1.0,17.0,8.0,22.0,9.0,2.0,7.0,7.0,24.0,433.0,27.0,123.0,234.0,87.0,8.0,433.0,4.0,3.0,33.3,211.0,1249.0,693.0,11.0,9.0,1.0,9.0,6.0,14.0,4.0,0.0,6.0,0.0,43.0,7.0,6.0
Jacob Greaves,ENG,Ipswich Town,DF,N/a,21.0,21.0,1845.0,20.5,1.0,0.0,1.0,1.2,0.0,6.0,51.0,7.0,0.05,0.0,0.06,0.0,N/a,N/a,N/a,N/a,50.0,0.39,0.2,0.13,791.0,86.4,12967.0,404.0,415.0,70.0,0.0,2.0,59.0,1.0,0.0,13.0,0.63,0.0,0.0,31.0,14.0,26.0,36.0,24.0,12.0,18.0,49.0,1141.0,244.0,619.0,455.0,71.0,15.0,1141.0,2.0,1.0,33.3,524.0,2233.0,925.0,6.0,9.0,0.0,7.0,2.0,11.0,18.0,1.0,0.0,0.0,43.0,58.0,38.0
Jacob Murphy,ENG,Newcastle Utd,FW,N/a,31.0,27.0,2084.0,23.2,8.0,11.0,19.0,5.6,8.1,69.0,63.0,210.0,0.35,0.48,0.24,0.35,N/a,N/a,N/a,N/a,36.6,1.77,0.65,0.2,593.0,68.2,8970.0,428.0,272.0,91.0,2.9,38.0,46.0,34.0,14.0,73.0,3.16,0.61,13.0,22.0,15.0,30.0,31.0,0.0,31.0,11.0,33.0,1112.0,20.0,158.0,409.0,556.0,83.0,1112.0,30.0,29.0,46.8,652.0,3889.0,2055.0,69.0,31.0,24.0,30.0,33.0,11.0,14.0,3.0,108.0,0.0,88.0,4.0,15.0
Jacob Ramsey,ENG,Aston Villa,"FW,MF",N/a,26.0,18.0,1485.0,16.5,1.0,3.0,4.0,1.4,2.1,57.0,64.0,103.0,0.06,0.18,0.09,0.12,N/a,N/a,N/a,N/a,23.5,1.03,0.24,0.06,470.0,85.5,6225.0,352.0,139.0,19.0,0.9,18.0,30.0,20.0,1.0,49.0,2.97,0.48,7.0,29.0,15.0,20.0,21.0,3.0,18.0,7.0,36.0,712.0,12.0,134.0,252.0,338.0,66.0,712.0,24.0,10.0,23.8,466.0,3131.0,1598.0,57.0,31.0,19.0,39.0,21.0,12.0,24.0,5.0,10.0,0.0,74.0,6.0,10.0
Jaden Philogene Bidace,ENG,Aston Villa,"FW,MF",N/a,11.0,2.0,332.0,3.7,0.0,0.0,0.0,0.5,0.3,7.0,4.0,17.0,0.0,0.0,0.13,0.08,N/a,N/a,N/a,N/a,0.0,1.9,0.0,0.0,63.0,73.3,850.0,49.0,21.0,3.0,-0.3,1.0,1.0,3.0,0.0,5.0,1.36,0.0,0.0,11.0,5.0,6.0,5.0,0.0,5.0,3.0,14.0,145.0,4.0,27.0,54.0,66.0,14.0,145.0,4.0,8.0,53.3,75.0,520.0,239.0,7.0,5.0,7.0,7.0,3.0,12.0,8.0,1.0,4.0,0.0,21.0,0.0,5.0
Jaden Philogene Bidace,ENG,Ipswich Town,"FW,DF",N/a,10.0,5.0,474.0,5.3,2.0,0.0,2.0,2.0,0.2,13.0,10.0,36.0,0.38,0.0,0.37,0.05,N/a,N/a,N/a,N/a,41.7,2.28,0.95,0.17,95.0,72.5,1536.0,64.0,41.0,12.0,-0.2,5.0,7.0,4.0,3.0,9.0,1.71,0.0,0.0,14.0,7.0,15.0,11.0,1.0,10.0,10.0,24.0,220.0,10.0,53.0,68.0,101.0,18.0,220.0,5.0,11.0,61.1,127.0,862.0,305.0,13.0,3.0,5.0,11.0,10.0,8.0,10.0,1.0,13.0,0.0,23.0,5.0,3.0
Jadon Sancho,ENG,Chelsea,FW,N/a,28.0,18.0,1668.0,18.5,3.0,4.0,7.0,2.0,3.4,96.0,86.0,214.0,0.16,0.22,0.11,0.18,N/a,N/a,N/a,N/a,30.4,1.24,0.38,0.13,624.0,82.5,8433.0,435.0,238.0,26.0,0.6,35.0,25.0,46.0,0.0,65.0,3.51,0.54,9.0,10.0,6.0,12.0,9.0,0.0,9.0,2.0,12.0,915.0,11.0,114.0,267.0,544.0,116.0,915.0,45.0,38.0,40.0,619.0,4247.0,2337.0,96.0,32.0,55.0,29.0,21.0,6.0,11.0,5.0,23.0,0.0,97.0,5.0,10.0
Jahmai Simpson-Pusey,ENG,Manchester City,DF,N/a,2.0,1.0,96.0,1.1,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,0.0,N/a,107.0,93.0,1754.0,49.0,59.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,123.0,9.0,61.0,59.0,3.0,1.0,123.0,0.0,0.0,0.0,79.0,376.0,190.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0
Jake O'Brien,IRL,Everton,DF,N/a,17.0,14.0,1301.0,14.5,2.0,0.0,2.0,0.7,0.6,7.0,41.0,24.0,0.14,0.0,0.05,0.04,N/a,N/a,N/a,N/a,60.0,0.35,0.21,0.4,461.0,77.2,8367.0,234.0,251.0,81.0,-0.6,6.0,37.0,8.0,5.0,15.0,1.04,0.0,0.0,20.0,14.0,22.0,15.0,4.0,11.0,4.0,24.0,745.0,61.0,302.0,313.0,133.0,18.0,745.0,4.0,5.0,50.0,315.0,1415.0,648.0,7.0,6.0,2.0,5.0,5.0,11.0,4.0,3.0,17.0,0.0,50.0,33.0,23.0
Jakub Kiwior,POL,Arsenal,DF,N/a,13.0,6.0,762.0,8.5,1.0,0.0,1.0,0.2,0.3,5.0,35.0,0.0,0.12,0.0,0.02,0.03,N/a,N/a,N/a,N/a,33.3,0.35,0.12,0.33,494.0,91.0,8754.0,199.0,297.0,39.0,-0.3,3.0,45.0,3.0,0.0,6.0,0.71,0.0,0.0,12.0,6.0,11.0,8.0,5.0,3.0,2.0,14.0,611.0,59.0,193.0,368.0,50.0,4.0,611.0,3.0,1.0,25.0,352.0,1408.0,808.0,5.0,4.0,1.0,3.0,1.0,8.0,3.0,0.0,1.0,0.0,18.0,8.0,7.0
Jakub Stolarczyk,POL,Leicester City,GK,N/a,6.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,58.6,0.0,0.0,N/a,0.0,0.0,N/a,152.0,67.9,4176.0,47.0,47.0,129.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,241.0,179.0,236.0,6.0,0.0,0.0,241.0,0.0,0.0,N/a,130.0,592.0,396.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0
James Bree,ENG,Southampton,DF,N/a,15.0,11.0,895.0,9.9,0.0,1.0,1.0,0.1,0.9,10.0,31.0,34.0,0.0,0.1,0.01,0.09,N/a,N/a,N/a,N/a,25.0,0.4,0.1,0.0,440.0,83.8,7028.0,230.0,225.0,47.0,0.1,10.0,26.0,6.0,5.0,15.0,1.51,0.1,1.0,15.0,10.0,17.0,8.0,3.0,5.0,8.0,23.0,602.0,42.0,194.0,263.0,150.0,10.0,602.0,4.0,2.0,25.0,319.0,1407.0,713.0,10.0,11.0,0.0,6.0,4.0,2.0,4.0,0.0,24.0,0.0,56.0,12.0,5.0
James Garner,ENG,Everton,"MF,DF",N/a,17.0,13.0,1234.0,13.7,0.0,1.0,1.0,0.3,1.3,10.0,38.0,22.0,0.0,0.07,0.02,0.09,N/a,N/a,N/a,N/a,28.6,0.51,0.15,0.0,434.0,72.8,7598.0,226.0,237.0,94.0,-0.3,11.0,39.0,5.0,2.0,30.0,2.19,0.29,3.0,37.0,23.0,33.0,14.0,3.0,11.0,16.0,53.0,734.0,32.0,187.0,360.0,194.0,9.0,734.0,6.0,10.0,62.5,336.0,1544.0,578.0,10.0,13.0,1.0,11.0,7.0,16.0,12.0,0.0,50.0,0.0,60.0,10.0,8.0
James Hill,ENG,Bournemouth,DF,N/a,10.0,6.0,448.0,5.0,0.0,1.0,1.0,0.3,0.3,3.0,16.0,8.0,0.0,0.2,0.06,0.05,N/a,N/a,N/a,N/a,0.0,1.21,0.0,0.0,159.0,64.9,3098.0,67.0,110.0,58.0,0.7,3.0,20.0,6.0,0.0,8.0,1.61,0.2,1.0,15.0,8.0,11.0,5.0,0.0,5.0,9.0,24.0,319.0,19.0,99.0,167.0,54.0,8.0,319.0,1.0,1.0,50.0,146.0,552.0,295.0,3.0,6.0,0.0,2.0,0.0,7.0,5.0,0.0,10.0,0.0,13.0,14.0,12.0
James Justin,ENG,Leicester City,DF,N/a,32.0,30.0,2579.0,28.7,2.0,1.0,3.0,1.5,0.6,37.0,86.0,92.0,0.07,0.03,0.05,0.02,N/a,N/a,N/a,N/a,25.0,0.84,0.21,0.08,1052.0,77.6,16221.0,633.0,511.0,124.0,0.4,13.0,71.0,21.0,7.0,31.0,1.08,0.03,1.0,48.0,29.0,49.0,39.0,13.0,26.0,42.0,90.0,1714.0,131.0,594.0,768.0,362.0,37.0,1714.0,9.0,13.0,44.8,770.0,3210.0,1559.0,37.0,25.0,4.0,31.0,13.0,21.0,34.0,2.0,53.0,0.0,75.0,58.0,46.0
James Maddison,ENG,Tottenham,MF,N/a,31.0,21.0,1809.0,20.1,9.0,7.0,16.0,5.8,4.2,45.0,164.0,95.0,0.45,0.35,0.29,0.21,N/a,N/a,N/a,N/a,43.6,1.94,0.85,0.23,1021.0,81.3,16664.0,529.0,492.0,162.0,2.8,41.0,123.0,32.0,5.0,95.0,4.73,0.9,12.0,31.0,19.0,29.0,15.0,4.0,11.0,12.0,43.0,1464.0,26.0,210.0,691.0,576.0,77.0,1464.0,33.0,34.0,44.2,1026.0,5128.0,2279.0,45.0,39.0,20.0,23.0,25.0,32.0,64.0,4.0,98.0,0.0,76.0,5.0,7.0
